JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
215,17,98,2,5.0,0,0,0,1,2,0,1253,20,1,2,2,1
187,24,88,4,12.6,0,1,0,1,1,1,1255,20,1,1,0,2
137,9,82,1,10.3,0,1,1,1,2,0,1256,21,1,1,0,1
109,27,99,4,6.2,1,1,1,1,0,1,1257,20,1,1,2,3
162,21,76,1,17.1,0,1,0,0,1,2,1258,20,0,0,1,1
131,23,83,4,7.9,0,1,1,1,1,1,1259,19,1,2,0,1
219,36,83,3,11.9,0,1,1,0,1,1,1260,19,0,1,0,2
167,19,70,3,11.7,0,1,1,0,0,2,1261,16,0,0,2,3
185,23,100,2,0.0,0,0,0,1,2,1,1262,17,1,2,1,1
289,36,80,5,9.8,1,0,1,1,2,1,1263,15,0,2,1,4
213,23,70,2,5.9,0,1,1,1,0,2,1265,16,1,1,2,2
240,26,85,1,15.3,0,0,0,1,2,1,1266,18,1,2,0,1
127,7,85,2,19.9,1,0,1,0,0,1,1267,16,0,1,0,1
196,10,83,3,18.3,0,1,0,1,1,2,1270,15,1,1,1,1
198,33,97,2,4.5,0,1,0,0,1,1,1271,15,0,1,0,3
222,30,100,3,14.7,1,0,1,1,0,0,1272,15,1,1,1,3
149,8,77,3,14.2,0,1,1,0,1,1,1273,20,1,2,0,1
204,28,87,4,0.0,0,1,1,1,1,1,1274,20,1,2,2,3
111,28,82,3,19.2,1,1,0,0,2,1,1275,19,1,2,1,2
123,15,87,1,17.0,0,1,0,1,2,1,1276,21,1,0,2,1
184,5,87,3,11.1,0,0,0,0,0,2,1278,19,1,0,1,1
108,20,78,1,15.3,0,1,1,0,2,2,1279,15,0,1,0,2
181,28,97,4,2.2,0,0,1,1,2,2,1281,21,1,2,1,2
219,21,93,3,8.2,0,1,1,0,2,1,1282,15,1,2,0,2
101,11,86,1,7.8,0,0,0,1,1,1,1283,18,1,1,1,1
102,18,87,2,11.5,1,1,1,1,1,1,1284,18,1,2,1,2
239,30,91,4,4.5,0,0,1,1,1,0,1286,21,1,0,0,3
191,30,75,3,14.9,1,1,1,1,0,0,1287,16,1,0,2,3
147,15,56,2,6.7,0,1,0,1,2,2,1289,17,1,2,1,1
203,13,85,2,1.8,0,1,0,1,1,1,1290,18,0,0,1,2
118,11,92,2,0.6,1,1,0,1,1,2,1291,19,0,0,2,1
111,24,67,1,10.3,0,0,1,1,1,1,1292,18,0,2,1,1
133,18,78,2,2.5,0,1,0,0,2,1,1295,20,1,0,2,3
237,25,97,3,13.0,1,0,1,1,2,0,1296,22,1,1,1,2
158,19,85,3,11.4,0,0,0,0,2,1,1297,21,0,2,0,1
226,18,68,3,7.2,1,1,1,1,2,2,1298,15,0,1,0,1
102,13,71,1,11.5,0,1,1,1,1,2,1299,21,0,1,2,1
124,26,90,1,9.5,0,1,0,1,2,2,1300,16,1,1,0,1
125,17,85,2,2.4,0,1,0,1,0,0,1301,16,1,1,0,1
191,13,100,2,15.4,0,0,1,1,2,2,1303,16,1,0,2,1
149,13,79,2,1.0,1,1,1,0,2,1,1304,17,0,2,2,1
243,26,100,5,6.5,0,0,0,0,2,1,1305,17,1,2,1,4
165,30,84,1,0.3,1,0,1,1,2,0,1306,22,0,2,2,2
172,7,75,2,5.6,0,1,1,1,1,2,1307,22,0,2,2,1
197,19,80,4,16.5,1,0,0,1,0,2,1308,17,1,1,0,2
175,21,63,2,6.7,0,1,1,1,1,2,1309,22,0,0,1,1
189,4,100,2,14.9,0,1,1,1,2,0,1310,21,0,2,2,1
227,16,100,4,9.4,0,1,1,0,1,1,1311,19,0,0,1,1
161,12,74,2,10.5,0,0,1,1,1,1,1312,17,1,0,2,1
134,9,80,2,18.7,0,0,0,1,2,0,1313,22,0,1,0,1
240,27,89,3,13.4,0,1,1,1,0,1,1314,19,0,2,1,3
181,19,76,2,0.0,0,0,0,0,2,0,1315,18,1,2,1,1
156,13,67,1,9.0,0,0,1,0,1,2,1316,21,1,2,1,3
121,19,79,2,11.5,0,1,0,1,2,0,1317,18,1,0,2,1
110,30,77,1,1.4,0,1,1,1,1,1,1318,17,1,0,2,2
190,36,82,3,11.8,1,1,0,1,2,0,1319,18,1,1,0,3
183,3,87,3,10.4,1,0,1,0,1,1,1320,18,1,1,0,1
133,21,95,3,5.4,0,1,0,0,2,1,1321,21,1,1,1,1
139,15,79,3,12.4,0,0,0,1,1,1,1322,15,1,2,0,2
346,35,97,3,11.9,0,1,1,1,1,1,1323,17,0,2,1,4
208,19,93,3,20.0,0,0,1,1,0,0,1324,21,0,2,1,2
100,14,85,2,15.6,0,1,0,1,0,2,1325,17,0,2,0,1
186,22,79,3,14.7,0,0,0,1,1,2,1326,16,0,2,2,1
202,17,87,2,8.9,0,0,1,1,1,1,1327,16,1,2,2,1
124,7,86,1,13.6,0,0,0,1,2,2,1328,18,1,1,0,2
152,23,96,2,3.1,1,0,1,0,1,2,1331,17,0,2,0,3
113,22,74,1,9.5,1,1,1,1,1,2,1332,15,1,2,0,1
116,10,82,1,6.5,1,0,0,1,1,2,1333,17,1,1,1,1
198,24,92,2,5.9,0,1,1,0,2,2,1334,19,1,1,0,2
214,32,82,4,20.0,0,0,1,1,0,2,1335,20,0,0,1,3
232,35,92,4,9.4,0,1,1,0,0,1,1336,17,0,0,2,3
190,20,87,2,11.2,0,1,0,1,0,0,1337,20,1,0,2,2
145,19,87,3,7.9,1,0,1,1,2,2,1339,21,0,1,0,1
161,17,92,1,20.0,1,0,1,0,0,2,1341,18,1,1,0,1
183,26,83,2,16.3,0,1,1,0,2,0,1343,16,1,1,1,2
289,27,100,2,8.4,1,0,1,0,2,2,1344,21,1,0,2,2
125,17,86,3,12.2,1,0,0,0,2,1,1345,21,1,1,0,3
182,27,75,3,6.4,0,0,1,0,2,2,1347,16,1,1,2,1
102,13,74,2,2.4,0,0,0,1,2,2,1348,18,1,1,0,1
172,17,88,3,0.0,0,1,1,1,1,2,1349,16,1,1,0,1
144,14,86,2,14.1,0,0,1,1,2,1,1350,19,0,0,2,2
162,18,76,3,19.4,1,1,1,0,2,1,1351,22,1,1,0,1
118,11,70,2,7.7,0,1,1,1,2,2,1352,17,1,2,0,1
282,40,91,4,10.0,0,1,1,1,2,0,1356,17,0,2,2,4
152,18,72,2,9.6,0,1,1,1,1,0,1358,21,1,1,2,1
140,14,72,1,7.0,0,1,1,1,2,0,1360,16,0,1,1,1
203,40,97,2,4.7,0,0,0,1,0,1,1361,16,1,2,0,4
101,11,96,1,5.4,1,0,0,1,1,1,1362,18,1,1,0,1
185,24,78,2,7.3,1,1,0,0,0,1,1363,19,1,1,0,3
161,9,72,4,6.1,1,1,0,0,1,0,1365,17,1,1,1,1
129,8,64,4,20.0,0,1,0,1,1,1,1366,20,1,0,2,1
110,3,87,1,9.6,0,1,0,0,2,2,1367,17,0,2,0,1
149,9,85,3,10.0,0,0,0,0,2,1,1368,16,0,0,2,1
120,0,81,3,9.5,0,1,1,1,1,2,1369,16,0,1,0,1
219,28,74,3,9.9,0,0,0,1,2,2,1370,21,1,1,1,3
243,40,100,2,7.0,0,1,1,1,0,0,1371,16,0,0,2,3
208,24,82,2,12.6,0,0,0,1,1,1,1372,20,1,2,2,1
164,15,82,1,9.3,1,1,0,1,2,1,1375,19,0,1,1,1
272,18,93,3,12.5,0,1,1,1,2,2,1376,21,1,0,2,1
145,25,84,2,9.2,1,1,0,1,1,1,1378,17,0,2,0,3
118,4,85,1,14.5,0,1,0,1,1,2,1379,21,0,1,1,1
192,28,75,3,10.1,0,1,1,0,2,2,1380,22,0,1,0,3
220,37,89,2,6.3,0,1,0,0,1,1,1381,18,1,0,2,4
119,32,82,2,7.8,0,0,0,1,2,2,1382,16,0,0,2,4
206,14,87,4,9.2,1,0,1,0,0,1,1384,19,0,1,0,1
203,40,74,1,4.4,0,1,0,1,1,2,1385,16,1,2,2,3
144,14,70,2,4.0,0,0,1,0,2,0,1386,19,1,2,1,1
226,27,95,3,12.4,0,0,0,0,1,1,1388,19,1,2,2,3
100,8,88,1,16.2,0,0,1,0,1,2,1389,21,1,0,2,1
237,28,96,2,12.1,1,1,1,1,1,0,1390,21,0,2,0,3
224,12,90,3,0.0,0,1,1,1,2,2,1391,21,1,0,1,1
360,33,76,4,6.5,1,0,1,1,0,2,1392,17,0,0,2,4
189,32,75,3,0.0,0,1,0,1,0,1,1393,16,0,2,0,5
182,20,86,3,10.5,0,1,1,1,2,1,1394,16,0,2,1,1
198,26,84,3,10.1,1,0,0,1,0,1,1396,18,0,1,0,2
234,35,92,3,9.8,0,0,1,1,2,2,1397,22,0,1,0,3
183,5,85,3,13.8,0,1,1,1,2,1,1398,20,0,1,1,1
212,28,88,1,15.5,1,1,1,1,0,1,1399,19,1,2,1,3
148,15,77,4,7.7,0,1,1,1,1,2,1400,17,0,0,2,1
257,28,99,1,3.7,1,1,1,1,1,0,1401,15,0,0,2,3
282,38,87,2,0.0,1,1,0,1,0,1,1402,17,0,2,2,1
184,10,72,2,12.1,0,0,1,0,0,2,1403,22,1,1,1,1
153,0,80,1,14.2,0,0,0,1,2,1,1405,19,0,0,2,1
108,9,90,2,4.9,0,1,1,0,1,0,1406,15,1,2,1,1
148,29,82,3,6.1,0,1,1,1,2,2,1407,18,0,2,2,2
158,6,71,2,14.8,0,1,1,1,0,2,1409,19,1,2,2,1
140,12,90,2,5.5,0,1,0,1,0,1,1410,22,0,2,0,1
260,13,83,2,7.1,0,0,0,0,2,0,1411,16,1,2,1,3
260,17,89,3,5.2,1,0,1,1,0,1,1412,22,0,0,2,1
239,14,93,2,18.9,0,1,0,1,2,1,1414,16,0,0,1,1
175,30,69,3,14.4,0,1,0,0,0,2,1415,15,0,2,1,1
160,18,67,3,6.6,0,0,0,1,0,0,1416,16,0,2,0,1
111,15,80,3,0.0,0,1,1,1,1,1,1417,22,1,1,0,1
244,31,82,2,8.1,1,1,0,1,1,2,1422,21,1,2,1,3
181,25,100,3,20.0,1,0,0,1,2,2,1424,19,0,1,1,3
135,16,85,3,4.4,0,0,0,0,0,0,1426,21,1,2,1,1
139,13,80,2,10.7,1,1,0,1,2,2,1428,16,0,2,2,1
174,8,79,3,12.1,0,0,0,0,1,1,1433,20,0,1,1,1
113,26,56,1,10.1,0,0,0,1,2,2,1434,19,0,2,0,2
172,17,88,1,12.9,1,0,0,1,0,2,1435,16,1,0,0,1
127,21,81,2,14.9,0,1,1,1,1,1,1436,19,0,0,0,2
205,14,99,3,5.8,0,1,1,1,2,0,1437,16,1,0,2,1
201,23,90,2,7.8,1,0,0,1,2,1,1438,22,1,1,0,1
102,16,66,4,13.5,0,1,1,0,2,2,1439,19,1,2,1,1
139,3,61,2,7.8,0,0,0,0,0,2,1440,15,1,1,0,1
140,22,75,1,12.7,0,1,0,1,1,1,1441,20,1,1,2,4
134,28,76,2,10.1,0,0,1,1,1,1,1442,15,1,1,1,2
154,16,92,3,5.2,0,0,0,1,1,2,1443,20,1,1,0,1
189,33,85,3,12.9,0,1,1,1,2,1,1444,15,0,0,1,3
161,17,94,3,16.1,0,0,1,1,1,0,1445,21,0,2,0,2
194,29,73,2,10.5,0,0,1,1,1,0,1446,21,0,2,0,2
127,38,88,3,11.9,0,1,1,1,1,1,1448,18,1,1,0,3
144,15,95,3,20.0,1,1,1,1,0,2,1450,21,0,0,1,2
159,21,87,2,11.1,0,1,0,0,2,0,1452,22,1,1,1,1
231,11,80,2,3.3,0,1,1,1,2,0,1453,22,1,2,1,1
127,20,93,3,9.4,0,1,0,1,2,0,1454,18,1,2,2,1
140,20,71,4,6.6,0,1,0,0,2,1,1455,18,0,0,2,2
174,11,92,1,3.9,0,0,0,1,0,1,1456,22,0,2,1,1
164,28,69,3,15.2,0,0,1,1,1,1,1462,19,1,2,1,4
118,12,100,2,6.8,0,0,0,1,0,1,1463,17,0,1,0,2
267,15,79,4,20.0,0,0,1,1,2,0,1464,19,1,0,2,1
142,29,92,2,12.5,1,0,1,0,2,2,1465,17,1,2,1,2
147,18,92,3,12.4,0,1,1,1,2,2,1469,15,0,0,2,1
211,19,75,1,19.9,0,1,1,1,2,1,1470,18,1,2,0,2
130,10,92,3,6.8,1,1,1,1,0,1,1471,21,0,1,0,1
149,32,93,2,10.9,0,1,0,1,0,2,1472,20,1,1,0,1
187,14,76,1,11.2,0,0,0,0,1,2,1473,21,1,2,2,1
174,26,99,3,11.4,1,0,1,1,0,2,1474,16,0,2,1,1
292,25,86,2,5.4,0,0,0,1,2,1,1476,18,0,2,2,2
264,24,82,3,16.0,0,1,1,1,0,1,1478,21,1,0,2,3
141,13,85,1,7.4,0,0,1,1,1,1,1479,21,0,1,1,2
136,27,84,1,7.8,0,1,0,1,1,2,1480,20,1,2,1,1
134,31,80,2,9.4,0,1,0,1,2,1,1481,20,1,1,0,2
167,25,92,2,4.6,0,1,0,1,2,1,1482,19,0,2,0,2
172,13,82,3,9.9,0,0,1,0,1,2,1483,16,1,0,2,2
176,15,87,4,4.3,1,1,1,1,2,0,1484,18,0,2,2,1
116,15,92,2,3.4,0,0,0,0,1,2,1485,21,0,2,1,1
121,18,88,2,7.6,0,0,1,1,0,1,1486,19,1,1,2,3
136,7,89,4,14.2,1,1,0,0,2,1,1487,21,1,0,1,1
185,21,90,4,3.5,1,1,1,1,1,1,1489,22,1,2,2,2
222,8,79,4,17.1,0,1,1,0,0,1,1490,18,0,1,0,1
141,8,70,3,12.3,0,0,0,1,0,1,1491,19,1,1,1,1
220,23,79,3,13.9,1,1,0,1,2,2,1493,20,1,2,1,1
167,21,92,3,8.1,0,1,0,0,1,0,1495,17,1,1,0,1
191,13,67,4,13.4,0,1,1,1,1,1,1496,15,0,2,1,2
198,24,78,4,6.6,0,1,1,1,2,0,1497,16,1,2,1,3
233,21,74,3,10.2,0,1,1,1,1,2,1498,20,0,2,1,1
198,27,90,3,13.4,0,1,1,1,2,0,1500,22,0,2,1,2
185,31,83,3,7.6,0,1,0,0,2,2,1501,17,0,0,2,2
118,15,75,3,5.8,1,0,1,1,0,1,1502,19,0,1,0,2
220,38,99,2,12.0,0,0,1,1,1,1,1503,18,1,1,0,5
204,30,64,3,6.9,0,1,1,1,0,1,1504,15,0,0,2,2
163,39,78,3,16.5,0,1,1,1,2,1,1506,18,1,1,0,2
197,24,85,2,7.9,0,1,1,1,1,0,1507,18,1,1,0,3
144,10,77,3,6.1,0,0,1,1,2,1,1508,16,0,1,0,2
120,30,96,1,11.1,1,1,0,1,0,1,1509,18,0,2,1,1
191,40,74,4,3.5,1,0,1,1,2,1,1510,16,0,1,0,2
219,23,87,3,0.0,0,1,0,0,1,2,1511,19,1,2,2,2
111,10,85,1,8.9,0,0,0,1,1,1,1512,18,1,1,0,2
118,13,66,3,11.8,0,0,0,1,1,2,1513,18,0,2,0,1
151,24,74,2,5.2,0,1,0,1,1,1,1514,18,0,0,0,3
154,29,82,3,5.9,0,1,0,1,0,0,1515,19,0,2,2,3
223,25,80,1,9.5,0,1,0,1,2,1,1517,17,1,2,1,2
180,17,91,2,7.9,0,0,0,1,1,0,1519,15,1,1,1,1
177,29,81,4,10.9,1,1,0,0,0,2,1520,15,0,0,2,2
191,18,96,3,10.2,1,0,0,1,1,2,1521,21,1,2,1,2
103,18,70,4,15.2,0,1,0,0,1,1,1522,16,0,2,0,1
208,22,100,2,1.2,1,1,1,0,1,1,1524,21,0,2,1,1
244,22,82,3,13.6,0,1,1,1,2,2,1525,20,0,0,1,2
196,34,73,2,16.9,0,0,0,1,2,1,1526,22,0,2,0,2
160,27,81,1,16.4,0,1,1,0,2,1,1530,21,0,2,0,3
179,0,83,2,12.7,0,1,1,1,1,1,1531,22,1,0,2,1
121,10,91,4,20.0,0,1,0,0,1,1,1532,18,1,1,0,1
142,0,81,2,3.3,0,1,0,0,0,2,1533,21,0,0,1,1
109,6,100,2,9.4,0,1,0,1,1,0,1534,22,0,2,1,1
165,18,94,3,16.8,0,1,0,0,0,1,1536,15,0,2,0,1
134,6,89,3,16.7,0,0,1,1,1,1,1537,20,0,2,1,1
229,25,87,2,7.3,0,1,1,1,2,0,1538,16,0,0,2,3
268,13,85,3,14.6,0,0,1,1,0,2,1539,16,1,1,0,1
225,25,91,2,8.9,0,1,0,1,0,1,1540,20,1,2,0,3
366,40,91,2,9.7,1,1,1,0,0,2,1542,20,0,2,1,3
124,28,83,3,15.4,0,1,1,1,1,1,1543,15,1,1,2,2
114,22,92,1,8.7,0,0,1,0,2,1,1544,17,1,1,0,2
239,22,100,4,15.6,1,0,0,1,2,1,1545,19,0,2,1,2
159,36,91,2,1.4,0,0,1,1,0,2,1546,22,0,2,1,4
100,0,97,1,3.6,1,0,1,1,1,2,1547,16,1,1,2,1
165,6,78,3,10.9,0,1,1,1,0,2,1548,20,1,2,1,1
222,23,94,4,14.1,0,0,0,1,0,2,1549,17,0,2,0,2
145,38,95,2,12.5,0,1,0,1,2,2,1550,16,0,2,1,4
203,20,78,3,11.2,1,0,0,1,2,2,1551,19,0,0,2,1
174,18,80,1,8.0,0,1,1,1,1,2,1552,17,1,2,1,1
102,1,96,1,5.4,0,0,0,0,2,1,1553,20,0,2,1,1
133,25,69,2,5.3,0,0,0,0,1,0,1555,22,1,2,1,3
268,35,100,1,5.8,0,0,1,1,0,2,1556,16,1,2,1,4
115,9,92,1,13.2,0,1,1,0,2,1,1557,16,0,2,2,1
165,20,80,2,15.5,0,1,1,0,2,0,1560,16,1,0,1,1
212,13,89,3,4.3,0,1,0,1,0,0,1561,18,1,2,2,1
238,21,91,4,6.5,1,1,1,1,0,0,1563,21,1,2,0,1
186,16,100,3,10.3,0,1,1,1,1,1,1564,15,0,2,2,1
154,13,75,3,13.1,1,0,0,0,2,2,1565,19,1,2,0,1
192,25,85,4,10.3,1,0,0,1,1,2,1566,21,0,1,1,3
138,17,78,2,4.9,1,1,0,1,1,0,1567,21,1,1,0,1
240,22,78,2,15.4,0,1,0,1,2,0,1568,20,1,2,2,2
212,24,85,4,11.7,0,0,1,0,1,0,1569,18,0,2,2,1
152,9,87,2,14.1,0,0,0,0,2,0,1570,20,0,1,0,1
124,16,86,2,10.7,0,0,0,1,2,2,1571,15,1,2,1,1
216,24,100,2,13.0,1,1,1,1,1,0,1572,18,0,2,0,2
109,23,91,3,16.1,0,1,1,0,1,2,1574,21,1,1,0,3
153,10,84,3,1.8,0,1,1,1,1,1,1575,21,1,2,1,1
231,25,100,4,8.1,0,1,1,1,0,0,1576,20,1,0,2,2
152,26,88,3,11.7,0,1,1,0,2,1,1578,15,0,2,2,2
121,15,72,2,10.8,0,1,0,1,1,2,1579,18,0,0,0,2
103,10,75,2,13.0,0,0,0,0,2,1,1580,20,1,2,2,3
177,14,91,3,15.9,0,1,1,1,2,1,1583,19,0,1,1,1
197,14,90,2,8.4,1,0,1,1,0,1,1584,21,0,0,2,3
175,1,84,2,20.0,0,0,0,1,1,2,1585,19,1,0,2,1
156,19,77,2,8.1,0,1,0,1,1,1,1586,15,1,2,2,2
367,35,100,3,15.1,1,1,1,1,1,0,1587,18,1,0,1,4
186,24,95,1,16.0,1,0,1,1,1,0,1589,16,0,1,0,3
107,26,85,2,10.7,0,0,0,0,1,2,1590,20,0,2,0,2
343,27,100,4,5.2,0,1,1,1,0,0,1591,15,0,0,2,2
164,14,79,2,18.0,0,1,1,0,2,1,1593,21,0,0,2,1
208,29,79,3,4.6,0,1,0,0,0,0,1594,15,1,2,1,2
143,4,81,3,9.7,1,0,1,0,1,2,1595,15,1,1,1,1
181,22,81,2,12.2,0,1,0,0,2,1,1596,20,0,0,2,2
112,0,92,3,6.8,0,0,1,1,1,0,1597,22,1,1,2,1
175,24,77,3,6.3,0,1,0,1,0,2,1599,15,0,2,1,1
116,10,99,2,15.7,1,1,1,1,1,1,1600,22,1,1,2,1
189,11,81,3,13.1,0,1,1,1,1,2,1601,18,0,2,2,1
154,17,87,2,2.6,0,0,0,1,0,1,1603,16,0,2,2,2
322,27,83,3,8.6,0,1,0,1,2,2,1604,15,0,0,2,1
242,26,100,3,20.0,1,1,1,0,0,0,1605,19,0,1,2,3
132,40,88,4,11.5,0,1,1,1,2,0,1606,19,1,0,2,1
210,33,100,3,9.4,0,1,1,1,1,2,1607,16,0,2,1,3
146,28,76,1,11.5,0,1,1,0,2,1,1608,22,1,0,2,3
172,23,85,2,8.3,0,0,0,0,1,0,1609,15,1,1,2,2
136,0,84,1,6.1,0,0,1,1,1,1,1611,15,0,0,2,1
236,19,74,2,15.3,0,1,1,1,2,1,1612,20,1,1,1,1
127,11,82,3,4.2,0,1,0,0,2,2,1613,15,0,1,1,2
198,5,72,2,1.8,1,0,1,0,2,2,1614,19,1,2,1,1
117,4,84,3,15.3,0,1,1,0,2,0,1615,22,1,1,0,1
198,4,66,4,14.4,0,0,0,1,2,0,1616,15,0,2,0,1
170,19,66,2,7.9,0,0,0,0,0,2,1617,19,1,2,2,1
199,32,81,2,12.2,1,1,0,1,2,2,1619,18,0,2,0,3
115,18,71,1,5.0,0,1,1,0,1,1,1620,17,0,1,1,2
137,8,94,2,6.6,1,1,0,1,1,2,1621,22,1,2,1,1
155,0,86,2,0.1,0,0,0,0,1,0,1622,19,1,2,0,1
199,6,94,3,8.8,0,1,1,1,2,0,1623,17,1,1,0,1
206,21,81,3,10.4,0,0,0,1,0,1,1626,17,1,0,0,1
202,13,100,1,10.4,0,0,1,1,2,1,1627,17,0,2,1,1
143,20,82,3,10.4,1,0,1,1,2,0,1628,21,1,2,0,1
235,25,93,1,7.9,0,1,1,0,2,0,1630,16,1,1,1,2
242,36,92,4,16.5,0,0,0,0,2,0,1631,16,0,2,0,3
156,7,73,2,13.8,0,1,1,0,0,2,1632,20,1,0,0,1
153,22,74,2,10.8,0,1,1,1,2,2,1633,17,1,1,2,3
143,17,82,3,20.0,0,1,1,0,2,2,1634,19,0,0,0,3
209,19,90,4,5.7,1,0,0,1,0,2,1635,15,1,0,1,1
286,37,68,4,19.3,0,1,1,1,2,0,1636,15,0,0,2,2
101,21,90,2,7.4,0,0,1,1,1,1,1637,18,1,1,2,3
285,20,87,2,15.4,1,0,1,1,0,0,1638,19,1,2,0,1
134,15,69,2,12.5,0,0,0,1,2,0,1639,20,1,2,2,1
116,17,90,3,8.0,0,1,1,1,1,2,1640,17,0,2,2,1
123,13,81,2,0.0,0,0,0,1,2,1,1641,22,1,1,1,1
124,21,93,2,9.9,1,0,1,0,2,1,1642,16,1,0,0,1
159,21,88,5,20.0,0,0,1,0,0,1,1643,15,0,2,0,3
164,35,84,3,5.2,0,1,0,1,1,0,1644,17,1,0,1,2
127,2,80,3,11.7,0,1,0,1,1,0,1645,15,0,1,0,1
216,22,91,1,9.2,1,1,1,1,2,1,1646,16,1,2,0,1
157,10,79,2,7.3,0,0,0,1,2,1,1647,16,1,2,2,1
152,23,75,2,20.0,1,1,1,0,0,0,1648,20,0,2,1,1
246,11,95,2,9.2,0,1,1,0,0,1,1649,19,1,1,1,1
206,17,87,4,3.4,0,1,0,0,1,2,1651,17,0,0,2,1
274,21,100,3,5.2,0,1,1,1,1,0,1652,18,0,2,2,1
211,18,87,3,3.1,0,1,1,0,2,1,1654,22,1,0,2,2
342,40,89,5,5.9,0,0,1,0,2,2,1655,16,0,2,2,5
176,20,88,3,17.9,0,0,0,1,1,0,1656,21,0,2,1,1
150,23,86,3,10.0,0,1,1,1,1,1,1657,19,1,2,0,3
186,23,80,4,16.1,1,1,0,0,2,2,1659,19,0,2,1,3
171,14,80,3,3.0,1,1,1,0,2,0,1660,22,1,0,2,2
203,26,94,3,17.4,0,1,1,0,1,1,1661,16,0,2,1,1
233,20,79,2,14.2,0,1,1,1,0,1,1663,18,1,0,1,1
186,29,69,2,12.4,0,0,1,1,1,2,1665,18,0,2,0,2
108,16,68,2,8.4,0,1,0,1,1,0,1667,19,0,2,0,2
231,15,100,4,6.0,0,1,1,1,1,2,1668,16,0,1,1,1
174,24,70,3,6.6,0,1,0,1,2,2,1669,18,1,2,1,1
116,13,80,4,9.3,0,1,1,0,2,2,1671,22,1,2,0,2
243,33,85,2,12.6,0,0,1,1,0,1,1672,16,1,2,0,4
182,4,76,1,4.4,0,1,0,0,1,2,1675,15,1,2,2,1
207,40,79,3,5.6,0,0,1,1,1,1,1676,15,1,0,2,3
194,37,92,2,7.1,1,1,1,0,0,2,1677,18,1,1,0,2
164,25,67,3,16.5,0,1,0,1,1,0,1678,15,0,0,1,2
153,17,100,1,9.6,0,1,1,0,1,1,1680,16,1,1,1,1
245,37,100,3,5.1,1,1,1,1,2,0,1682,19,1,2,1,3
248,28,83,2,6.4,0,1,1,1,0,1,1683,17,1,2,0,3
183,13,90,4,18.5,0,0,0,1,0,0,1684,21,0,1,0,2
174,15,90,2,10.4,1,1,1,0,2,1,1685,21,0,1,1,2
282,39,100,3,11.7,1,0,0,1,1,2,1686,22,1,0,0,5
126,30,79,4,9.2,0,1,1,0,1,2,1687,15,0,2,0,2
195,35,100,3,11.9,1,0,0,1,1,1,1688,15,1,0,2,1
120,22,75,3,12.0,0,0,1,1,1,2,1689,21,1,1,1,2
105,12,82,3,8.4,0,0,1,0,2,2,1690,18,0,0,1,1
177,23,74,4,9.3,0,1,0,1,2,2,1692,15,1,1,2,1
112,14,78,2,18.4,0,1,0,0,2,2,1693,19,1,1,1,1
102,15,81,2,15.0,0,1,1,1,2,2,1694,16,0,2,2,2
132,4,100,2,16.7,0,1,1,1,0,1,1696,20,1,1,1,1
210,28,79,3,3.2,0,1,0,1,2,1,1697,20,1,1,0,3
110,20,91,2,5.7,1,1,1,0,1,1,1698,15,1,2,1,1
169,25,92,2,11.4,0,1,1,0,1,2,1699,21,1,0,1,4
203,31,86,3,0.0,0,0,0,1,1,2,1700,19,1,0,1,2
175,19,79,3,6.2,0,1,1,1,2,1,1703,22,0,2,1,1
224,25,70,3,9.1,0,1,1,1,2,2,1704,21,1,1,0,3
186,22,76,3,13.8,0,0,0,1,2,2,1705,16,1,2,0,1
217,32,73,2,15.0,1,1,0,1,1,1,1706,17,0,0,2,3
103,20,93,3,5.7,0,1,0,1,1,2,1707,17,1,1,0,1
197,40,93,2,10.3,1,1,1,1,2,2,1709,18,1,1,0,4
142,18,88,1,15.0,0,0,1,1,1,0,1710,16,0,0,2,2
165,0,85,3,13.9,0,0,1,0,0,2,1711,22,1,1,1,1
107,25,94,2,11.4,0,1,0,1,2,1,1712,17,0,2,2,1
207,17,81,3,7.6,0,1,1,1,2,1,1713,22,1,1,0,1
199,14,87,4,20.0,0,0,1,1,2,1,1714,18,0,0,0,1
200,18,93,2,9.6,0,0,1,1,1,0,1715,22,0,1,1,2
180,16,72,1,13.7,0,1,1,0,0,1,1716,17,1,2,2,1
223,29,100,3,2.3,0,0,0,1,0,1,1717,18,1,0,1,2
192,7,86,3,0.0,0,1,0,0,2,2,1718,22,0,2,0,2
108,4,82,2,12.5,1,1,1,1,2,1,1719,15,1,1,0,2
135,19,94,4,19.2,0,1,0,1,2,2,1720,20,1,0,2,3
127,21,90,1,9.9,0,1,1,0,2,1,1721,21,0,1,1,2
242,31,89,4,10.3,0,0,0,1,2,2,1722,22,1,2,2,2
291,22,93,4,0.0,0,1,1,1,2,2,1723,18,0,0,2,4
165,10,69,3,1.6,0,0,1,0,1,1,1724,15,0,2,1,2
147,13,77,1,5.9,1,1,1,0,2,0,1725,20,1,1,1,2
236,27,93,4,12.3,1,1,1,1,2,1,1726,21,0,2,0,2
308,29,92,3,7.3,0,0,1,0,2,1,1729,18,1,2,1,2
226,12,74,3,17.4,0,1,1,1,2,0,1730,22,0,0,2,1
